symbol
NOW
HPE
PANW
DELL
ATOS
BHC
BTAI
ISRG
ARWR
APTO
IGT
IDEX
SMAR
WVE
DXCM
LUNA
GOGO
WIX
OPK
INTU
JAGX
SNPS
IOVA
DOW
ON
NOC
CVM
PD
LRCX
KPTI
YNDX
ITCI
MBRX
STX
FTFT
TWOU
HUBS
STNE
CRIS
SWI
DOMO
VTVT
FVRR
ADSK
EVH
OLED
PAYC
SEEL
RMBL
ADMA
NBY
LITE
VEEV
EXPE
CDXS
ANY
PSTG
OPGN
EB
YELP
RWLK
NEWR
CARG
TTOO
DARE
AGEN
SMSI
ACN
ARCC
AXSM
IZEA
INSM
INUV
VIVE
HRTX
ACHV
GD
PBYI
AMGN
LPCN
FTNT
WPRT
SGH
TRUE
CTXR
BNGO
VRTX
SAGE
PRPO
NXPI
SXTC
MELI
INMD
PHUN
SLS
PBI
ABEO
AES
VHC
EOLS
CYBR
BLUE
ESTC
VTGN
SSYS
SINT
ADVM
NVCR
LPSN
OMER
PRPL
TMO
CBAT
MCHP
SRPT
CETX
PAVM
APTV
DVAX
AAOI
AEMD
CC
NSPR
LLY
AVXL
GRMN
MBOT
KOPN
CSX
BIIB
KERN
NBIX
DD
SVRA
EVER
ACAD
AKBA
EMR
CYCN
ZYXI
DT
RNG
FLWS
ZTS
AVAV
SYK
LCTX
ATHX
CLSD
SAVA
DE
LKCO
ONCY
CRMD
MEIP
SLDB
ACOR
DXC
PACB
CRUS
CTSH
TER
VERI
GLYC
CGNX
PRQR
SNNAQ
APM
AQST
CDLX
DGLY
HUSA
NOG
CEI
TELL
KMI
MRO
CREG
CVX
HAL
ENSV
OXY
CLNE
NEE
BE
SWN
FCX
SDRL
MPC
ENB
PDS
RIG
RRC
DUK
CPE
NAT
REI
SO
VLO
FANG
D
KOS
CRC
PBA
DHT
PPL
COP
PED
BORR
VAL
GTE
NE
PSX
FLR
AR
GPOR
DVN
SU
ERF
BKR
FRO
WMB
TTI
EQT
DO
HLX
CRK
XEL
NEP
CNP
APA
AOS
OKE
TUSK
FTEK
ED
AY
VNOM
LNG
TK
CVEO
EOG
GBR
TXRH
MASI
PUMP
TECK
CPSH
ESTRF
MTZ
VTNR
ZKIN
PXD
FET
FLNG
CNX
ROSE
HP
FTI
SOI
NOV
ETRN
XONE
ICD
ESTE
AROC
SWK
PWR
BWEN
TNP
MUR
PEG
GLNG
AMRC
GNE
CVE
MKSI
NEXT
ATI
TRGP
APD
SM
DY
LBRT
HES
SRE
OBE
PAGP
EPM
RMCF
PKDC
PFIE
HII
UUU
EURN
SD
HCC
DTE
PNR
ES
CLB
PTEN
NI
BOOM
WEC
NR
BRN
RES
JEF
TALO
PAG
OII
AEE
ETR
UGI
GTLS
MTDR
CVV
WTTR
MDU
NFE
LNT
TRP
ATO
CASY
WHD
POR
FTS
MGY
AEIS
AMPY
LPG
OIS
GASS
NFG
GGG
CMS
TDW
OGE
L
LEGH
NINE
ITT
NVGS
AVA
NCSM
MTRX
TECH
AGR
NGVT
NWN
BKH
KLXE
CLH
LIQT
SBOW
SWX
TACT
SIF
IMO
MXC
EPSN
NJR
INSW
MGEE
HAYN
WSO
EXP
EE
MIND
NGS
KEX
RNGR
NWE
OGS
CW
CPK
ALE
SR
PRIM
PHX
NTIC
FSTR
BCPC
GEOS
TRMD
FI
HNI
NESR
GATX
AE
SXI
EQS
PEYUF
NPO
MTX
CIX
UTL
IOSP
RGCO
DRQ
TRS
CTO
PPIH
CKX
SMHI
USLM
ELLO
PWCDF
EMRAF
CDNAF
PNRG
JPM
PSEC
WFC
RIOT
YCBD
GAIN
ALLY
C
MAIN
AXP
BAM
BX
GLAD
MS
MARK
SYF
RAD
GS
KEY
SAND
SCHW
DFS
COF
DB
OXSQ
SPGI
XELA
NEO
CNET
CNC
ORGO
SLM
KKR
RF
HBAN
IVZ
USB
TD
BLK
HQY
AFL
NMIH
AX
NAVI
UBS
OCSL
AMTD
CWH
GNW
GROW
EGAN
BNS
PRU
HRZN
QUAD
HTGC
DBD
TRUP
SCM
CFG
LEN
BK
FSK
PNNT
AIHS
MYGN
CME
ADP
ICE
EHTH
PTMN
MET
GDOT
NYCB
FLL
PFLT
FITB
TROW
TOL
BKYI
AIG
DHI
GECC
CI
STAF
FPAY
OZK
RMBS
SBGI
BEN
APO
FNF
CUBI
WU
TMUS
CHWY
EA
SONO
RVLV
TTWO
MTCH
EBAY
REAL
W
APRN
CNSL
LSCC
HLIT
FORD
BNED
KEYS
TAOP
ASUR
RPD
EXTR
ANGI
DHR
QRVO
IDXX
PRTS
NTAP
AVID
WISA
CPRT
BLIN
FLEX
MITK
A
FIVN
LDOS
HCAT
LEE
IAC
GDDY
CAMT
INFN
APDN
WYY
NTGR
CAMP
EVC
YGYI
APPF
NLS
JNPR
PXLW
DGII
VERB
CDNS
MSI
SEAC
PMTS
AKAM
LAUR
GPN
CNNE
ZBRA
FIS
IMMR
YAYO
ALRM
RBBN
FOXA
EVBG
EFX
CEVA
TENB
JKHY
AEYE
UPLD
XRX
NSP
BL
LTRX
XAIR
J
ASTC
AUDC
LRN
JBL
ENG
BAX
ITW
PTC
LC
MCK
SSSS
NMFC
FLGT
UIS
SPCB
RDWR
VRNS
AMSWA
HOLI
RMD
ALL
TU
ROK
VSAT
SLP
UI
PEGA
OTEX
LOB
BAND
SSNC
GTN
PSN
ANSS
GLOB
WORX
RAMP
SNX
BCE
FICO
TRU
ALYA
QTRHF
CDW
XELB
EBF
FOX
INST
STRM
CHTR
SABR
ALTR
MRIN
PCTY
VRSN
DHX
NCR
PWFL
III
ITP
EGHT
DGX
IT
EPAM
HSTM
APH
WK
DTSS
SNCR
FTV
NTIP
JOB
INVE
EEFT
PCTI
TRHC
PHR
CSWC
ASPU
EBIX
RDVT
SNA
PDCO
FFIV
QTWO
PCAR
EDUC
MRCY
TCX
SCWX
MDRX
LILA
MNDO
LEA
LE
AZO
RFIL
VFF
NOVA
OPTT
CSIQ
EFOI
UUUU
URG
UEC
TPIC
NRG
OESX
SPI
EXC
MNST
KEM
EGY
CWEN
RSG
BTU
FMC
FE
XYL
FSI
JCI
NVEE
AMSC
ECL
VST
BIOL
NXE
VSH
GPRE
SEAS
EMN
ASPN
BRY
ETN
ACLS
PBF
EIX
OC
BG
ORA
DOV
SES
CTRA
CCEP
CLIR
DK
TANH
SXC
AGX
CUTR
HE
CLS
CVI
PLSE
CLWT
TGEN
ROP
CEIX
OSG
AGRO
HNRG
ULBI
DNOW
VRSK
ACA
GWW
BRKR
CYAN
JAN
LEU
BW
GRBK
TEX
TDY
AJG
METC
LMB
ITRI
ENS
IDA
ROCK
OTTR
TBI
MRC
AAON
KMT
SRTS
HWKN
STN
PNW
ARCH
ITGR
MG
VMI
VREX
APYX
ASH
AZZ
FUL
JNJ
YETI
UAA
MO
WKHS
X
UA
WBA
PEP
COTY
PM
GIS
SMG
GOOS
MAT
HBI
TUP
TSN
HAS
GT
NWL
KDP
ALGN
CLX
FUV
HRL
XPO
ADM
NUE
SOLO
FOSL
K
IP
CAH
UAMY
HOG
SUNW
CROX
CL
RGR
MDLZ
KRO
EL
VSTO
KMB
RVNC
MWA
PI
TXT
OLN
ARAY
CWCO
VIAV
FLO
EAF
STKL
CDMO
BEAT
CERS
ACMR
EW
HSY
AEM
FRPT
TWST
EBS
BWA
IPGP
ADI
CMI
AXL
FTK
KIQ
HUN
TSEM
RGEN
SCS
THO
GNTX
NSSC
PSTV
AAN
CVGI
SDPI
DAN
UCTT
PRLB
ADES
AEHR
ICHR
GTX
CNHI
OSS
PII
LNTH
SUP
OSK
WHR
TWI
MOD
MICR
GNRC
PH
BLDR
KRNT
VOXX
CF
ASYS
TWNK
HIHO
ADNT
CMC
ACCO
WAB
TDG
ENTG
GBX
LYTS
BKE
DXYN
MGA
INTT
MAS
QRHC
CAL
PATK
DCO
CODA
RAIL
ALSN
CTLT
HI
NNBR
IVAC
IPWR
WNC
MSM
MTW
HXL
XRAY
CAAS
TRN
COHR
WWW
PGTI
AZPN
SPXC
APOG
DAIO
LPX
FOXF
LXU
AME
EPC
BGSF
TATT
TPX
LIVE
SYPR
ATRO
AYI
UFAB
TKR
NSYS
ARTW
WLK
GTES
FSS
TGI
LINC
THMO
CLW
JELD
SRI
BLBD
VTSI
POL
OCC
TGLS
FN
NVMI
ALV
HUBB
TSE
OSIS
CRL
TILE
AGCO
WMS
TRT
JOUT
BRC
WWD
GFF
CR
IIIN
PLOW
BMI
FONR
MPAA
CRS
ATKR
GME
TBLT
SIX
QSR
ARLO
BBY
CONN
NCLH
AYTU
KNDI
LEG
CNTY
MRKR
IHRT
NDLS
DLPN
TAST
JAKK
UONE
DENN
HLT
ATUS
GPK
MBUU
MSN
SCI
RAVE
RACE
WW
CNK
ROL
CTAS
LKQ
SKY
SALM
RICK
CLAR
CDXC
CTHR
GOLF
MMYT
PBPB
DIN
UONEK
TGNA
ARMK
WGO
GIGM
XPEL
GTIM
BC
MCFT
H
BJRI
KOSS
CHCI
LGIH
CHDN
BLMN
NXST
TH
VAC
AMCX
GCI
MOV
BHAT
CBRL
DOOO
WH
RRGB
KRUS
BBGI
MPX
TZOO
EAT
FAT
CSV
GDEN
CRWS
IFF
SPB
NWSA
JACK
CSSE
RRR
MHK
SSP
LTRPA
RPM
STKS
BZH
HELE
MDC
PLYA
SCHL
FRGI
LQDT
TMHC
HOFT
PETZ
LZB
SNBR
NWS
NATH
MCS
LBTYK
CENT
LBTYA
DOGZ
PBH
CENTA
AIZ
FTDR
OSW
TPH
MTH
RGS
ESCA
CPHC
ROG
AFYA
TSQ
MATW
CCS
LILAK
HOV
SNFCA
LIND
TLF
MHO
FLXS
MCRI
LCUT
BSET
SCX
EMMS
NPK
ARKR
MSA
DORM
ATGE
SMP
CMLS
CHH
UEIC
NVR
BBQ
SVT
SONG
ODC
NC
LTRPB
BH
APEI
BDL
HBB
STRA
CVCO
GHC
PFBC
CABO
DJCO
YTRA
UNF
SGA
DIT
LBTYB
CZR
PLAY
BYD
FIVE
SVVC
HHS
SRAX
WHLM
SRT
MOXC
CVS
GHSI
PG
NVTA
MNKD
UNH
PLNT
ALT
DG
VUZI
GH
SFM
LPTH
ADPT
UNFI
GEN
PMD
CYH
BGFV
PETS
RKDA
CJJD
LPTX
ANAB
PULM
DYNT
OCUL
AEZS
SWAV
GALT
MGNX
CYCC
SYRS
CYTK
UBX
EYPT
FATE
PIRS
VERU
SIEN
RMTI
BPTH
BCLI
EVOK
FOLD
BHVN
AVGR
BCEL
MED
MCRB
APVO
INFI
AXGN
MLSS
TENX
VYGR
ICPT
BOXL
INCY
NXTC
KOD
RGLS
AVRO
IFRX
TBIO
KRTX
COLL
CTMX
ADIL
AQB
XBIT
INGN
RAPT
ALRN
ASRT
MTEM
CLDX
NDRA
XBIO
HCA
ANIX
BMRN
VCEL
REGN
KALA
HAIN
AFMD
ACRS
CLRB
ESPR
ATRA
RUBY
SUPN
SNGX
BDX
GLMD
RCM
HARP
KRYS
SLNO
AMC
CMCSA
VISL
RCL
MGM
WYNN
MANU
BBW
LYV
LVS
IMAX
NCMI
LEDS
DAKT
GAIA
IPG
SYNA
HIBB
TPC
SLAB
DSWL
DLB
ZBH
IMTE
GCO
RDIB
DOX
RCI
USPH
INSE
RELV
TIGO
RDI
STRS
AGBA
OSTK
CSGP
CNXN
IDCC
MTB
CMBM
BCOV
TDS
USM
MTC
NNI
SEIC
FCF
CNO
SHEN
CCOI
BKSC
MCBC
KVHI
FIBK
INBK
WASH
PKBK
PB
RBCAA
FBK
HWBK
MBWM
FGBI
PGC
SHBI
UAVS
AVGO
POLA
CRNT
SSTI
GSM
CASA
AIRI
ABILF
LHX
AKTS
WSTL
AMBA
TAIT
COMM
AEY
ITI
KLAC
GILT
NEON
HEI
AXTI
TCCO
AMKR
SPR
TTMI
KN
MRAM
IDN
CAE
BWXT
TRMB
ELTK
CVU
ATOM
FORM
XPER
ICAD
AIR
UTSI
LASR
EMKR
COHU
ADTN
PKE
TEL
AIRG
TDC
CHKP
CALX
CLRO
MTSI
SMTC
MPWR
DIOD
SONM
PAR
MXL
SCKT
AOSL
ZDGE
OSPN
GSIT
VECO
MX
LGL
APWC
ESLT
QBAK
NVT
VICR
ST
ALLT
BHE
SATS
ARW
POWI
FARO
NOVT
SANM
ISSC
CSPI
VSEC
ALOT
PDFS
RBCN
RELL
AVT
RUSHA
DZSI
RDCM
VPG
CTS
ONTO
SILC
PPSI
SGMA
LFUS
BDC
PLXS
POWL
KAMN
ESE
TRNS
PLUS
KE
SCSC
FEIM
CLFD
AVNW
ESP
HURC
KTCC
KLIC
BELFB
MAGS
BELFA
THR
RUSHB
ONEXF
BOSC
APLT
CNSP
CORT
SYBX
FBIO
LGND
CASI
KNSA
GTHX
MBIO
OCX
DNLI
NERV
IONS
ACIU
ACER
ENZ
KURA
ALEC
ALNY
MACK
HALO
MNOV
AMPH
ALKS
BXRX
MEDP
XERS
GKOS
APTX
ZYME
PTGX
MRTX
ORMP
APLS
SRRK
CMRX
ARVN
RDUS
URGN
ABIO
KALV
CRVS
RARE
PRGO
LQDA
MIST
MDGL
CUE
EIGR
HOTH
JAZZ
AGIO
EYEN
MORF
OPTN
PTCT
INGR
CSBR
DMAC
CKPT
SPRO
ITRM
ALC
MDWD
LH
ALPN
SRCL
EDSA
ETNB
GMDA
PCRX
SCPH
RFL
THTX
TBPH
HROW
ALIM
BIO
YMAB
QDEL
FENC
DRIO
TRVI
CRNX
OPRX
STRO
WST
ICLR
ANIP
CPIX
SCL
TFFP
IEX
SXT
SLGN
KMDA
TARO
MLAB
FLOW
MTD
OFLX
ATR
ENTX
CNTG
SFIX
ETSY
LEVI
LULU
M
HD
FDX
WTER
LOW
CHGG
KSS
TJX
FL
TPR
CAG
GPS
JWN
ULTA
LAKE
ELF
OLLI
IFMK
LL
GNLN
SMRT
SKX
PZZA
BIG
DLTH
VFC
SPWH
KIRK
ROST
MKC
EXPR
AEP
SIG
GRWG
LOVE
FAST
GPC
JILL
DKS
URBN
RH
FAMI
TCS
CHS
TSCO
KMX
TREX
CHD
LFVN
QRTEA
CPRI
TLYS
FHN
SSKN
BOOT
GES
CBRE
PLCE
HUM
COLM
NUS
RTW
PVH
MFC
LW
SJM
BGI
NHTC
TPB
TW
DBI
WVVI
HLF
PETQ
TR
BPOP
SPTN
WSM
RL
PCYO
FND
UNP
PGR
HTZ
CARS
KAR
NSC
TRV
CNI
SHW
ENR
VLY
AAP
PPG
VVV
ORLY
LAD
FHB
MCY
HIG
UTI
MCHX
AN
BBDC
UFI
ATLC
SAH
CATY
VC
PAHC
CMT
KMPR
CPSS
CACC
PFIN
ABG
KALU
KFS
THG
TG
ESI
GPI
MNRO
NICK
HMN
PKOH
CNFR
IBOC
PTSI
THRM
GLBZ
STRT
EML
NODK
CFFI
FMBH
IHT
PSTL
AINC
TCI
EMLAF
FBP
RY
BMO
VIRT
PNC
BYFC
CBOE
PACW
ARES
CARV
STT
TRST
PFSI
FNB
FRBK
CM
ABCB
CZNC
WAL
AMP
ZION
CADE
BANC
BCO
HLI
TBBK
FAF
ASRV
CMA
BHLB
MFIN
SNV
FMNB
ESNT
SIEB
HTBK
HOMB
AMAL
TFSL
NWBI
EVR
CFR
UBSI
HOPE
NTRS
NTB
ONB
ASB
BLX
EWBC
CFFN
UBCP
CTBI
OFG
CASH
FULT
TSBK
PNFP
RJF
HAFC
EGBN
GHL
SBT
RILY
VBTX
OPHC
SFNC
RVSB
EVTC
BFIN
FFIN
EXLS
BWB
BOH
OPY
BUSE
HWC
TOWN
SASR
CLPS
OCFC
KFFB
CBSH
AUB
WSBC
IBTX
BRKL
IFS
GBCI
SBNY
BCBP
CARE
SBSI
UCBI
BANR
HONE
HTH
WTFC
CFB
FRBA
HBNC
SF
DCOM
PBFS
WSFS
COLB
LBC
OSBC
MBIN
FFBC
WAFD
WNEB
WBS
PRTH
LBAI
GABC
PPBI
CIVB
FRME
BHB
TCBI
BKU
SSBI
CCBG
SFBS
RNST
PIPR
BSVN
NRIM
BOKF
SRCE
SPFI
AROW
FUNC
CVBF
MVBF
FLIC
FBNC
KRNY
EQBK
BANF
IBCP
QCRH
ISTR
UNTY
FFNW
CPF
SYBT
GCBC
CBU
FNLC
HTLF
PFS
FFIC
CASS
CBAN
EBMT
CSTR
FSBW
BAP
BSRR
SBCF
WTBA
MSBI
MCB
FFWM
CCNE
THFF
PEBO
WSBF
UBFO
HMST
HFWA
AUBN
BOTJ
PRK
LKFN
FMAO
CZWI
CNOB
NBTB
CLBK
OPBK
UVSP
CWBC
PLBC
FISI
CCB
STBA
CFBK
INDB
TRMK
TCBK
OVLY
CAC
SMMF
TMP
SFST
NWFL
SMBK
LCNB
NFBK
FBMS
LSBK
CBNK
EBTC
AMNB
GSBC
FCBC
MOFG
GNTY
NBHC
SSB
SBFG
RRBI
ORRF
ACNB
FCCO
FBIZ
LARK
NKSH
CHCO
ESQ
CBFV
UMBF
ATLO
CIZN
EVBN
EFSC
BCOW
RBKB
CATC
ESSA
FCNCA
CVLY
HBCP
BCTF
PWOD
TBNK
FVCB
PVBC
HIFS
KHC
MCD
WEN
STZ
SHAK
CMG
YUM
CELH
COKE
TAP
AMTX
YUMC
ARCO
JVA
DPZ
BGS
REED
SYY
SMPL
MGPI
WING
CAKE
USFD
PLAG
ELAN
RIBT
YORW
SAM
PPC
DAR
FDP
HFFG
BMRA
HCSG
PFGC
CMP
SEE
CHEF
VLGEA
FARM
CCK
ASIX
CE
THS
MRTN
MIDD
NEOG
WMK
CSL
POST
IMKTA
EGRX
JBT
NWPX
PCYG
JJSF
GLT
LANC
SEB
WILC
SENEA
ICCH
SENEB
WNGRF
BTG
NAK
GOLD
NGD
KGC
ASM
PLM
TGB
CLF
AG
TROX
EGO
DNN
HL
VGZ
IAG
NEM
USAU
FSM
LODE
WPM
TMQ
MUX
AUMN
CDE
AA
SSRM
PAAS
WRN
SILV
EXK
AQMS
SLCA
GLBS
CCJ
IPI
TRX
GORO
MOS
AAU
USAS
RYAM
STLD
MAG
THM
SND
ICL
AGI
CENX
PLG
GV
NG
EMX
WWR
HBM
FNV
AVTR
PZG
SVM
CTRM
AREC
XPL
GNK
RGLD
AMCR
SA
NOA
SCCO
VMC
OR
TMST
MPVDF
STCN
UTHR
GIL
CGA
WAFU
USNA
SON
STRL
BERY
ORN
CMCL
CCF
MLM
SUM
CHNR
CBT
AVY
BCC
UFPI
BBCP
BECN
RS
ZEUS
WCC
RETO
AP
KOP
GEF
EQ
BLD
ALLE
WOR
AMRK
SSD
MTRN
HY
ARCE
IBP
AAL
REKR
UAL
IRDM
ATSG
KBR
AER
HALL
ACGL
SP
AXS
B
AIN
AIRT
RBC
ATRI
